,DEPOSIT_AMOUNT,DEPOSIT_TXS,SENDER,WITHDRAWN_AMOUNT,WITHDRAW_TXS
778,1000.0,1,terra15wwavuqz8z69qhqa8j5ssmam8324hz2gh375x3,0.0,0
779,6500.0,1,terra1ntel9a3zvyfcxrgrhec7sg3gza6qtwglphd0u3,0.0,0
780,7140.0,6,terra1frpawvy7yfs0p5m3kq8jym47xzfmpze5vp625u,5625.0,3
781,1244.630383,2,terra157tn3kzuemmkn8jpqkav7gh2ulmrllcg70y8hc,0.0,0
782,202.307952,1,terra1xzay6mp4reluruk00nnvfp5ndpnl9d3m85xszn,0.0,0
783,100.0,1,terra17n33wuqmwhfpgq25djcwx4fcs0x56z0529466e,0.0,0
784,375.0,4,terra1xnmka5rg2d66ysvkk3mxr374ch633yevaj2szf,0.0,0
785,500.0,3,terra1fwkg2gg3kgd4hk4ssal7munehuwy57es4fj8ql,0.0,0
786,1480.822575,1,terra16gv80ef2xafsuw35p7rcp7vl5vzedc76fr49mk,0.0,0
787,160.0,4,terra1ddxct5x2v2wc76dgwtvpkt54drcjjr4hth2yfc,0.0,0
788,25.0,1,terra1dulatnzhjnep7n3ag3g3ykn5seghnugp8pl623,0.0,0
789,100.0,1,terra1fnf46v5c5yl3est65ytntxwalp7ramlns2x950,0.0,0
790,490.0,1,terra1vtsuddwsv5mjkxh58z2zsscnad4a3drq78vyt7,0.0,0
791,2000.0,1,terra1h7zrw8ryhvfh29hyenr4l4w3hg26u6juuw55mf,0.0,0
792,250.0,1,terra1sg0f2wv908allekgp4fxf7xstufndq3atwkpwn,0.0,0
793,15.0,1,terra18wup0xwm5atth9leamw6fs6kxyeld54prh7e9m,0.0,0
794,1000.0,1,terra1fklptlzca6tw6pcwuqkrwnzumgdq7frygyu7ge,0.0,0
795,100.0,1,terra18paleznuxl5yz28qztjy9nhepfry2vuwllj5g6,0.0,0
796,150.0,1,terra1j2uwe0kutprzfg34j9caukyrjzzz2tfnftruv3,0.0,0
797,9.15407,1,terra1k6ct97h8cf3ages5xl2nyq7n5u2tgxnpptynhf,0.0,0
798,20.0,1,terra1zzjnrwxwmthnwgg89yw055mce7lxp0j4vz9s0a,0.0,0
799,100.0,1,terra1fgdu7yawrr408kc98ep7e83tk0pv0c9nnahlh6,0.0,0
800,600.0,3,terra103qss8c0vel5qw9zynmjvrr6d62j44w492ez74,0.0,0
801,100.0,1,terra17hju7yz5acrjlq52l26n7ppdw8e0u4j00j3ufh,0.0,0
802,45.95,1,terra163d9k7zk5ky07euhnvudl8kc9l9fnuv3qcylys,0.0,0
803,50000.0,1,terra1tctytlg6j9nh9yew7hy3l6xr3vzn24je0yt3tl,20000.0,1
804,500.0,1,terra1yyrypk3lqyn3am88uwmkgl2vnvauur93k52c58,0.0,0
805,638.625257,3,terra18qpa60pwj5ggsjg46vmrjum7kjjmqdglz669r7,0.0,0
806,1800.0,1,terra1s9n3gzvfgvwx3q7ejr0qh4la0lk829qc0g4mux,1000.0,1
807,250.0,2,terra1jxy7kpu9au5rqjc4mv5quqvlr8tl79k7ueps3k,0.0,0
808,350.0,1,terra1adgvtaggnju9sulxk7ueer5kj8qtpcvdmsnasr,0.0,0
809,215.189148,1,terra1jn9sytgf4fqqgs7j9059tnrx5vmpgw4jg38t8e,0.0,0
810,200.0,1,terra1mp3u8kqm3s5uqh7m5xhtktu5mcnkwwj4l6uf0e,0.0,0
811,998.942442,1,terra18vspp3x9s4ayznrhh8g284r93n092p33zwwvas,0.0,0
812,500.0,1,terra185yd435pyastcqypnug72635ycfp9dl0fcerdz,0.0,0
813,2450.0,1,terra1vlt0l6wks2mkwt7a52r2fn744qwthpk7vt5wrl,0.0,0
814,700.0,1,terra18lc8ysur4pgsl9gdgp5taa7fswdya6878xwt78,0.0,0
815,5000.0,1,terra15r39p86qhgcssc68m05uad5ms4w64pe0fpl2ra,0.0,0
816,115.0,1,terra1sm8687se6kcl9hrc4nfakcxwk2yjwm0pr5zyrg,115.0,1
817,900.0,2,terra13wssjqy8xv0c9j0u2ap2qk0sh89e6y9g4ytlxy,100.0,1
818,300.0,2,terra1uapre2zk2npnrhnhpxrn6v0x4sn7kylu3yn3yu,0.0,0
819,100.0,1,terra19ngxpk83ks027fw5q2wfngjucmah4k34uxycag,0.0,0
820,1750.0,2,terra1ngjq5vy3n9yn40pez8asjz0rg4kl54pe0pnkcu,0.0,0
821,520.761721,1,terra1x8rxkuwpz5zt8n995cmkkmjvddemwkg0kteg3e,520.761721,1
822,140.0,1,terra105sjw5rl74m8hzeth0k4nfdgjl056eygwhqude,0.0,0
823,940.0,1,terra12wh5s98zvhf5mcu7jmumtw9efllwnsqmtt52xy,0.0,0
824,198.0,1,terra107982u9v0dsmgwmkvat8r5u9gahuj9neav3q8k,198.0,1
825,170.0,1,terra1tgcyufvyys5v08culxjeuxjenahf5m3eyljqcc,0.0,0
826,1000.0,2,terra1w48qesrgp3tlcdzz3m6uza82440m83wgqxtq4s,0.0,0
827,100.0,2,terra149wvutfka8la5z6ud03ttpqfx482k0849hae84,0.0,0
828,100.0,1,terra1hcme6hzs6z7vyyqp5cu4f58cqcqtkv4pgvwc55,0.0,0
829,15000.0,1,terra1l9ac7tdredxfsxtg65x7vfyn6fg009nmpu8073,0.0,0
830,2500.0,1,terra1kps6682dfaqyxqetnc47lt2vt8w3ducsrpnd38,0.0,0
831,65.0,1,terra1txzqduenx6fdz6nwljlu6qtcpjxl0ua6q8k225,0.0,0
832,50.874747,1,terra1w6kelt6gujgjjjy7wkq6hg8v76znj8edrzl7jy,0.0,0
833,750.0,1,terra1r7yxeqfvwy6lchg8ytt0ac2qe0pm9d4pwz644w,0.0,0
834,750.0,1,terra145cdsuf966jda9avsckugetvny3kdymt0f02l9,0.0,0
835,30.0,1,terra148kemqk2jdtz0cnhqwsvkd5ww7x4kvs3vcn4xu,0.0,0
836,1071.163571,1,terra1pk5n5fg23wegksfh6r3kme42xk22dj5hq4h58h,770.0,2
837,1000.0,1,terra1c5p98c6ejtn4k04zas60tryer3mhq7l9wgqqzk,0.0,0
838,725.0,1,terra1makev707d24l86jv57h46smlwyc4jelakhl9ut,725.0,1
839,100.0,2,terra16y7wu8a80fp6q607fz8jvuqhjaav0andqcl9mj,0.0,0
840,539.614309,1,terra1c528gq2zse9mgw4gd2za9zsdqezgg3vaaty58w,0.0,0
841,500.0,1,terra1ldqwd2k9mqtprylpmun05yknn2p3p073w69es8,0.0,0
842,2700.0,1,terra1anfhrzn3uhprgjqncl2l6fjujkm7pkp3nkznlz,0.0,0
843,1000.0,1,terra1dkyphs0gftagfa69l3a5huvfqs3t7a7gxap9mt,0.0,0
844,149.670326,1,terra1tdvesjffk0ufccs9q7lpz7vqltnkf6s8lhvftg,0.0,0
845,500.385156,1,terra1u0mxu53gva4tnp53rgeve7c8r7qct76c476yxl,0.0,0
846,1000.0,1,terra1a6ph68wa37xec9mvs9pf2l6fevj3k7k07p4tyz,1000.0,1
847,10.0,1,terra1y3yq7s53rjuc8kxxyhgwr3gzy2v7eck6aa9zzp,0.0,0
848,500.0,1,terra1j4g2unflq9t0rsus4pu7jnzp05gh3c07aecr5j,0.0,0
849,45.0,1,terra1y202j862m54jzmc5z5e6jun9zu2lsdafl96wzp,0.0,0
850,200.0,1,terra1mkhgc2tq33n90uaa5nc4yrhgp86xy79e8mtxz5,0.0,0
851,1000.0,1,terra1unrw0kk6m32qscxs85ldez7tuye090wheehe6h,0.0,0
852,630.0,1,terra1lrq55v80v2lf4u465j6463fnr3svvmyh6jkmjk,630.0,1
853,156.0,2,terra1dms9254gv2rjhgum0z7xd8ulacjwmyzpwwa468,0.0,0
854,1280.0,2,terra1z4dxmke8png0uxnqcufvekpt6eyjc76vauqjwa,800.0,1
855,2500.0,1,terra1dyu2rvykn5wkhp2jwa90a9fkqwk88z62mk47nf,0.0,0
856,46.0,2,terra1ychcv20nq9rq9r09xmql82yttgvk49lalxeep3,0.0,0
857,70.31,1,terra19gg2f4kfnkawqgf80ter85zhnjsg0cyksfyetj,70.31,1
858,900.0,1,terra1c8nkle9q005mvtrvsjrsnhqmg2mlzumtfzhhf5,0.0,0
859,960.127615,2,terra1rhc3zryze7n4hqkpphyyk0vh8fqx52xucjtjff,0.0,0
860,1000.0,1,terra1gj42tleuw3mrerxdc44l4qcy7uh6kpuyuedppm,0.0,0
861,1000.0,1,terra1n4g4eadce08yp7dse6sv34lgfcy6wsjy2srdep,0.0,0
862,1275.278,1,terra1unq0s5h48vxq5tmm54q5c4keyju369thj3499q,0.0,0
863,300.0,1,terra1rwj72vap6jyz5zfrus28fwvxv2pdeyujg65mdn,0.0,0
864,133.01555,1,terra1fpw5u8c03anytmkkhr9fs6qcq2xuqu5cle046c,0.0,0
865,500.0,1,terra18rjvv35l3yg5n0sjh4glu4mqn55rr4uszeqant,0.0,0
866,15.0,1,terra1cnv0xlfke6jwxmukz446fpjh754qm87hs3fnpa,0.0,0
867,30.0,2,terra14wxz0t3e2zr5nx6qdjh9am2ma4pp6tl9xf453z,0.0,0
868,10.0,1,terra1dcqtdfvy05jrat42a9rpzdpa0ee2esjue7s6tt,0.0,0
869,1400.0,1,terra193m647vcm3pa2djfdsh6v3ncnyklm5zcvqew0v,0.0,0
870,900.0,1,terra1xsr8ymstughdvx04j40lcg074ajrqtl74y9dvp,0.0,0
871,3.031068,1,terra1psguay0nj6hvpccmx5fmv9fa2203nht6dvmw00,0.0,0
872,4000.0,1,terra1t62ezr6gnnzcg9c0al5fn736wqvp0z47n5fx2s,0.0,0
873,500.0,1,terra1lwyt96rnqd3fuutq2j3vm0e5rck3nxvttvfdzm,0.0,0
874,1255.0,2,terra15hmnegaqdvtsqptrt8vzuyt77vdl0jk6eeg5ln,255.0,1
875,690.0,1,terra1l02jjspsha5qumlthdhvkpy8r8ny8753vy5ds9,0.0,0
876,695.0,1,terra1madruer5vgvgef47ymdzz7l5uql8chmurwz0c5,0.0,0
877,134.0,1,terra13t4tamvsst54m3gkrsyejms4h3u7x6pqagegpn,0.0,0
878,25.0,1,terra1t5fvzdkv3jve5s3ueh9usd30xmsd7jca6ewlls,0.0,0
879,100.0,1,terra1e4skyt0jmecsewg7qsccmqsxfe3e8pdguw3ttg,0.0,0
880,300.0,1,terra1jyvntlr4d63uwuvqtnt0s6pvanntyah85sdd4u,0.0,0
881,50.0,2,terra1uem3ar90yfnwwhsppe8drq787rvlplvsp5c9uk,0.0,0
882,250.0,1,terra144wt8jaeucylhh5vz9zdtdwn7kpzl3zjmg6sgs,0.0,0
883,106.233,1,terra1vd7u3me76tq5ru4y3ukmkzm5aww06k8ex553uk,0.0,0
884,4000.0,2,terra1t52gjfpz64z03mmevvts2nmt8w5ddc6g72uh3y,0.0,0
885,11.081041,1,terra1js35tlv9z4tx6k88u3la4es9ddv02kmnyamrgq,0.0,0
886,1.088664,1,terra104568sfgk3t25gra8m2fkknn0mjd0wvxhg68ux,0.0,0
887,15.98,1,terra1jxathw5a38fekg5krq9t4elc3uxucjemp4svyw,15.98,1
888,8700.0,2,terra1z00ypyupsq4j5ffe56x67zs02f5unvvn8g39hp,0.0,0
889,5000.0,1,terra1494qkum0qzmwxw0rkx42gkuuqt35xle9ey3v9n,0.0,0
890,1500.0,1,terra16t5fdtapjr0znmggflsnsdt0hsc2avyz2xdemt,0.0,0
891,1000.0,1,terra10n98sn5l00ahcda0sxsyzw92nyd39hd86w8cyw,0.0,0
892,1265.0,1,terra1pd4wl4eydvvcax7atav3lzdux2t3ed35h2704s,0.0,0
893,500.0,2,terra1a6ql65e7zprpnehtncrcn958qmuc939hxt28v4,0.0,0
894,47.0,1,terra12u396s40jjt3x609q7fgzmm79t4f0gv450m3fl,27.0,1
895,500.0,1,terra1peh437hcvvqge3ekdse65a0x4m24e54599axp7,0.0,0
896,992.0,1,terra1xcync2jqvf5h20sxvtr355v5023dr72selh7te,992.0,1
897,195.0,1,terra1la9at2ajy3q3yq84n0zwxpduahx7zcpdrjgmta,0.0,0
898,220.0,1,terra1uzzenqae5nz4ys7vmcgdvcfyamrwzxfmvkkfs0,0.0,0
899,10000.0,1,terra18n2z9ay48mm8q7z86yycj4744ztslll6p0v5g4,0.0,0
900,100.0,1,terra15fa0ptqlgujmgv2tzjpf6d3fslja7c7cj5ll98,0.0,0
901,95.980271,1,terra1d8je5zt4me8wxpc7j9xmm7v8ypnr2aa4szveks,0.0,0
902,2.0,1,terra12rz9rl8tjxmeze3yl7lhuqawtwd6uaf5ehcstc,0.0,0
903,159.0,3,terra1uh37lsydrup8vqvvttd53qwj93ft9x7572g62q,0.0,0
904,100.0,1,terra1wtvdupdtxc5fjfesc39697hkuxcgd9cdqynrma,0.0,0
905,29994.980352,1,terra14tpdfkg4s57ltauk8w9q3035n4gctk5e6jqr0k,0.0,0
906,85.0,1,terra1ys28lr36m00j7mmvq84un4m6fjz5fygljcjd00,0.0,0
907,1000.0,1,terra1y9v8cz00sjncctn3xurrvf0u67q9w303wafhet,0.0,0
908,238.524779,1,terra15qzchdv4y3c3kec7vszqvfqjllwv4cd5s53s2j,0.0,0
909,500.0,2,terra1yyednxmag6xul3wenvtgm4tcffzhmrlx5cnhgd,0.0,0
910,300.0,1,terra1emr4kft4rd7qq23du65a9dhprgnuuvm9qpc837,0.0,0
911,150.0,1,terra1t7uwra87fmk2g6d6wdylhytt86umh3cvs7favw,0.0,0
912,200.0,2,terra13lhkcgdagwn9nl6j2280x00c46gjpztck4gykm,0.0,0
913,100.0,1,terra1psnwlhcgzja5sdftnkx7j4ss9zaqgcqfy6r2tr,0.0,0
914,326.823337,1,terra1yn29096eh76rzzkckdg30luv56eyl2ukuy9edq,0.0,0
915,980.0,1,terra18k825ytetzk9smcl483z8u9s086ymmsvvwfvu7,0.0,0
916,210.0,1,terra1wxjm69rpzr0d5xhvnzwz32spdngcd48k3m8dpf,0.0,0
917,400.0,1,terra1337k2m0c6rs34jl4w77jycgxpl3xl8tnq8taz0,0.0,0
918,200.0,1,terra1snj5ml30jnlgpzkvsapm7vqql7m5u3828pvst5,0.0,0
919,400.0,1,terra1fpyy5uf5ajcn9dhsc5shne55lv83qfnf6r4eg9,0.0,0
920,29.0,1,terra1nn4y9ereuqt7svzrjnd8tt58asjary6krjjzfy,0.0,0
921,100.0,1,terra1fja9e4498a7y4lswekmx3lmr9mlzjn625ekm94,0.0,0
922,10.0,1,terra13du7fqc8k55c9zlcf87vnaw6ja6vda9lnm6x5f,0.0,0
923,974.281746,1,terra1vmt0r6ckejjuaxexgf950lvnr04djrrjphhxda,0.0,0
924,650.0,2,terra17syzmvs434khnvhm4ddft90ndhcwexcrge8fd4,0.0,0
925,100.0,1,terra1j2f0dfvzkh2a4w6amlf3jumjlxnkpjmkq7eyld,0.0,0
926,500.0,1,terra10gd60hv9wtu9pl5x78psme804zazzmsckknwuq,0.0,0
927,13.0,1,terra1lz94lezuzmsghpsegvup50s68dnzuhg385g54e,0.0,0
928,50.0,1,terra1e3vkluers7ttufmu0af4vhn0xg9kvrwe29qyq5,0.0,0
929,192.101996,1,terra1qpctc9zepwkyf54lg0xy3dsvzp454qxryur2qr,0.0,0
930,15.0,1,terra1zw9rxtdm47rrqdmcmk7lrnxl0s5h2sengthfru,0.0,0
931,273.0,1,terra1xqj0rqkrxuacy07j97c4rv6045z5hyurpczggp,0.0,0
932,150.0,1,terra1k044hzn6n88g3zlp80gh7t8824y7c5kcangaur,0.0,0
933,1369.0,1,terra1adlm4l5e354r5u0ytqmvwrrls4gd8afx7xm9mk,0.0,0
934,5000.0,2,terra1xcvufxxel4p8ns0cpvh2yxuugy8wxha8qyzu5a,0.0,0
935,14000.0,2,terra1yx9zkt2qff6txpxedl5dk6yc626g2n6sssw0ge,0.0,0
936,98.527781,1,terra1rzpeevsnrs6rtuquwwj9tj4fzd362q04d30d7k,0.0,0
937,100.0,1,terra1d92rkzuushy3fkve2x3lljjffw4r82j9arqnxw,0.0,0
938,1000.0,1,terra147vvr58rsdu9703jgyeykrvafqwyn9v4x9svdt,0.0,0
939,1800.0,1,terra14mzkjh60ll65phwt5r3rpguxc4w0qtzl6hcvm5,0.0,0
940,1000.0,1,terra176f4qt6eh3jyr25u6yc955kcnkp3rqqgv34x7n,0.0,0
941,1037.849757,3,terra17jm9jt5rgpqxdgmrmvp5hu3c6nn6zev0hxl4c8,0.0,0
942,500.0,1,terra1tvsvenannsn52t6grkxv3tvru954vz3usrha0r,0.0,0
943,500.0,1,terra1e8llcna4ryhv3gg0dq2h8cgggxjq7v9c2g0x0u,0.0,0
944,18.0,1,terra1fhq9hsqaqw2edhlnvnu05d5rtd00h65u053jlv,0.0,0
945,42.590781,1,terra1z8apd2ncuv6z4tmmu0r78mx72zfl9xh25l2ddl,0.0,0
946,1000.0,1,terra13fa9gg76jwyc4lfkgz3k4lalrjx4xn6n4wfy95,0.0,0
947,500.0,1,terra1snm5yanfpnss69jgj7sfdqva7ytqzzxcl06dc3,0.0,0
948,3000.0,2,terra103985t7haeeppgeas5lh8ys0zg7dguuqhrxwch,0.0,0
949,5000.0,1,terra1jgzfgj88afp5wy7k4jz28agde75hahtjg0t03w,0.0,0
950,800.0,2,terra1xr0j66zkj405afu5e8jpeuanavtqy2waw89clj,0.0,0
951,500.0,1,terra1cr8dqxu5sedpajwuudkn6mvf6sr7y8cv2f3vpt,0.0,0
952,200.0,1,terra1u8vqy4u93rh34sytjcs0ljufgadk8vs9mqv3ju,0.0,0
953,250.0,1,terra1c6n6emxz79zlc5dvlqj8ehvgf0gvguf4q9c9zv,0.0,0
954,2000.0,1,terra1l0v8qntenaaaecc2zasta644gg3eqlwxcdv92s,0.0,0
955,1060.0,3,terra1jsrhx5k9upjzu52dahp8xrkgys7duk634q7yfy,0.0,0
956,1000.0,1,terra10wyy34gx82lqm4v5mrnnffey3v4847j0flhe35,0.0,0
957,175.0,2,terra1y33rfza7rsgpp97anxzeuk4d5ldl3h37sq5pmg,0.0,0
958,300.0,1,terra1a6g69kvgrkt45a5he59v73p9v4uh05ex7vqlyy,0.0,0
959,100.0,1,terra1ujg0jwulzkyed7wh3h74q37cp8xfa4werqrncj,0.0,0
960,6422.362092,6,terra1rt8zs56st795dttmcmcaj7wlyhg7peyrw898e2,0.0,0
961,800.0,1,terra1y2a5t52sjrayvtm8k2nde04sdhl4crfjs2njpp,0.0,0
962,4000.0,2,terra15k7dz979arhk6zne53laz4vj2ul0yjtue9afmx,0.0,0
963,497.0,1,terra1uw8rq4k6m2pgf69na5vesg29s4yft5uwc0ugzk,0.0,0
964,501.0,1,terra1nc4khhrzzn4l2gdszmkk7gces64jzafwdjxf3f,0.0,0
965,296.479595,2,terra1g0cg3m2utgyqh2c9ak33c842av83hd79hrkafj,0.0,0
966,5000.0,1,terra17wsrhkumv5cl6utemxsdra692jy267ne6e09sc,0.0,0
967,1900.0,2,terra12aamlhqeyrfywjy08hcfraqj8hq58a9m3kj9yz,0.0,0
968,526.592588,4,terra1l2cq203zre5wdup5nka4f6xm0jl2l20chkaefn,211.147695,1
969,308.130658,2,terra1e8xhty6kar3n5drtw698lpuva8ngqy5dhgfkfg,0.0,0
970,10.0,1,terra1vlmtmgqp60jkhgcn0ez86jgxz9l2xm00nty4xl,0.0,0
971,100.0,2,terra1f23u0agncycn74h3e05etyqsmh20m3q3qam4qf,0.0,0
972,1000.0,1,terra1mytf5r5xscdwtmssdkzvxaywhw3e2wtv9sw24l,0.0,0
973,1000.0,1,terra1v8emqhsyhxnhnc54nu8cf6xfpye6xeeq9atucv,0.0,0
974,108.046177,1,terra1lc33vt8lm48ppxx9ph00zyafl6awew0dv0xes2,0.0,0
975,50.0,1,terra1tvga8jgmql0eylr2k8sf5gcgx4t6xm9ssfj4r8,0.0,0
976,4.0,1,terra17dh4xurzter8qhsxh90nj4j44s9ratvqwtq8up,0.0,0
977,20000.0,1,terra1jrzwgc7lg9s7r5fwq4rs3yvjjnshj33dkdkyxf,0.0,0
978,102.0,1,terra1qyn59r3cp7j7rzvpq0xnf6k9kjeugueql90v8p,0.0,0
979,5000.0,1,terra1srf3w8mnuhschtq0eufm9djhw4g25q7lg7zq9a,0.0,0
980,300.0,1,terra1vj4wp5z9tljacnqfsgekpm6qgx3zhzllfwce26,0.0,0
981,500.0914,1,terra1pw6j667smjpm3ulpl003ph4xjl8mrlsz8rqtwp,0.0,0
982,3200.0,2,terra1sksnpxkw03sw62prjtualk04gxygg49xws2ely,3200.0,2
983,325.0,2,terra18qkfaqf4pq58f9mcvdn9k7vrxynxw3zmetsys9,0.0,0
984,10.0,1,terra1uvez6cchqlp63jfxcr9c2kr6xahjd2vh8e4jwm,0.0,0
985,32.589351,2,terra1xdec78try9c0x94rg43tfenmnqufch7332s09c,0.0,0
986,10000.0,2,terra17sqfu2z2xhzyzcqxczcwjnyk300nh2u0fz32th,0.0,0
987,1000.0,1,terra1m9x3vzpgvdmuvxtcu24mzfycvwxyg3a60vfsz9,0.0,0
988,6.29,1,terra1sjc8euk33txtca2sz53450qlmmn3j6rqh8lpwv,0.0,0
989,10005.0,2,terra1dx8axzy6dac4ye89fdq983meue060080722e7t,0.0,0
990,80.02356,3,terra10683sccpz2qx4wnh84wng8hytdvd7pn4jqel46,0.0,0
991,200.0,1,terra18hzvlc8c57prwm9txr7pgm43qpnfgpqrda0cvr,0.0,0
992,10450.0,2,terra1m792pv28r2sd9767g9m2aj8qvgkj7dyy3n4fcw,0.0,0
993,230.0,2,terra1ueffypm8q6dxmhgn7kqdmu65a0dqte0whm2ufg,0.0,0
994,4010.0,1,terra10dsw5ktjjh6n6xgs2zdwmnhtk776jjtgejaleh,0.0,0
995,97.836175,1,terra1y4s4j4akx0gcxfk6cfus6fn5yw2wn4k8lg2ufj,0.0,0
996,1000.0,1,terra14vq2ruxecpqtluj8d4jqdj62qtjfxatmwctn4e,0.0,0
997,1200.0,1,terra190ctel06pkgy4k96t5m5rays5wv8y7ylka6lxj,0.0,0
998,100.0,1,terra1tjgxpg658x0vkmtesqys6ghvfe83h2mprc4x4c,0.0,0
999,10.0,1,terra12644w3wanq8un00qkewyru4ewtnj2qvfdqs2m9,0.0,0
1000,950.0,1,terra127qsr47sngma9hzyh4c34qeftds7qxu65wx0az,0.0,0
1001,2000.0,1,terra1u376xnnv5gg0j5s9lp2v6ecrh0ranr32wma806,0.0,0
1002,20.0,1,terra14f87aj0krnqpzg2ggcpz6xp6agy4v6xy6kzav5,0.0,0
1003,5000.0,1,terra1fxw3azlpglvj7np276g09euu674m08cswklh3f,0.0,0
1004,500.0,1,terra1djxx6hsxzx4usefn0ajw9ddacaengerttats42,0.0,0
1005,500.0,1,terra1y7dhdvwu28tqwqwfzsy4nwnm9n9vk04xl5swsn,0.0,0
1006,10.0,1,terra1ev6dvpetzta2x9dxydwjpkh5y89cmrwgr9yrqz,0.0,0
1007,995.0,1,terra1sl22fj90kfnevxsgtkxm35t3lj7r43crw49qqv,0.0,0
1008,50.0,1,terra1r8sg9xm6hve52a03q8pjy5cgxyqrxwqhynpkem,0.0,0
1009,50.0,1,terra1ny6npvk8ysc4d5wapvegqx4q0d4zyjj0acwl8v,0.0,0
1010,30.0,1,terra14pmnal92nxr5w0yhd2acmew3aquk5ctv8eezj7,0.0,0
1011,4000.0,1,terra1htud4dlgmxq3l5fr077a58lqwu489mq4jk3jhk,1000.0,1
1012,55.0,1,terra1e78gjlq6racew9mr9rm2ld6ludml4v364gv2zr,0.0,0
1013,114.283089,1,terra1x96a4dl8yjre6elz9upjd45dgtmkmu9vu4hv4v,0.0,0
1014,5000.0,1,terra1q7wgsp76m4fyf5dtu0mqxre3r6ezmlhtplg3sx,0.0,0
1015,275.0,1,terra15szgpsmy729u2tzk0v0keea73upyt8daynvh6k,275.0,1
1016,32500.0,1,terra1p78fncutg68ku28fut2p7sj0ln0mlc3trzyexh,0.0,0
1017,1496.487489,1,terra1z6trq2zh8285v054604jzjndjh9dueavsy72gn,0.0,0
1018,600.0,1,terra1a89ekweexxt6ehp292hksl24ltjxp078c6s5wx,0.0,0
1019,865.0,1,terra1ur4rdkgg3hss2rmzledfa3t6pjda08ymgjscuc,0.0,0
1020,2500.0,1,terra10lwmun98vpv9fuup2jnjvwp70a9778ra8tqjpm,0.0,0
1021,115.0,1,terra1lt874skdy7w34gngd9jhnredthcszxwhtlflse,0.0,0
1022,300.0,1,terra18z9ph6ug5e2eddmx26mh7jqq7lp35yedxly9yr,0.0,0
1023,1000.0,1,terra1hl5sdg2963lxp6f328z6hq9exyl72wp2hp55k4,0.0,0
1024,10.0,1,terra1w8qtxvn2nez55qp9u6v74jkh0yjt3seufgp90s,0.0,0
1025,190.0,1,terra18d45d89pacpwxq6k7xgy043j0afyclv9etswqc,190.0,1
1026,140.0,1,terra1y5hufsetpf9hcswz9f0umtn323vzavdjdjakxm,0.0,0
1027,1600.0,1,terra1pe2r8pkvh67wp0c9w4deemajx2sssdwezqk044,0.0,0
1028,5000.0,1,terra12gaeyfr7zkztu6at4hn36lfht9s3gtngl6za8d,0.0,0
1029,1000.0,1,terra1rnqwhzvkqklgvt4uyd5fqtvu6m6c0ntzhqggj2,0.0,0
1030,993.0,1,terra1hp0elljh5gsjtgdgus8tkkjar32ay3ff5rvm5p,0.0,0
1031,500.0,2,terra1e8a0wj3eh5u9wl222rh6l2uhdrafh5472htjxs,0.0,0
1032,10000.0,1,terra1vcwerpjq59467j74cv3845fmjyq6rsv4x6hxrq,0.0,0
1033,110.91398,1,terra12fjwxa2fhksg9px2r5c8hu2r40sr4usxzfjq5h,0.0,0
1034,1332.272307,2,terra1s6hrzz4y6q5l9fysfjytnr8e3s5t0k40ytycch,0.0,0
1035,799.657079,1,terra1wzfejqsqxm644us3cf6ul7j67crd4we4v32h08,0.0,0
1036,100.0,1,terra104u8s2d3se2v42ahjuhhkczt23qyvgkat3j26e,0.0,0
1037,600.0,1,terra130ef5vgxn77t0yzv2hmg9400qfjlwkklmuvhkh,0.0,0
1038,300.0,1,terra1rk0jvyrwyfqnxq929cz0tw2xg72nx8qxtk7u6n,0.0,0
1039,5000.0,1,terra106m0f3rh8dxmd5ldke24u7q3hpqhfh2qrhl5gd,0.0,0
1040,4484.5,1,terra1s2jr8km06780jq92mdeygwd9f43r94zmsuvwes,0.0,0
1041,22.0,2,terra1w5zephkc2cvr8r4dktkxa6c7mkfz92e746wkye,0.0,0
1042,1000.0,2,terra1sxnu9d49qgud3d2y8p7j3v83cf2pcnsl7yw8ce,0.0,0
1043,177.0,3,terra1zz2zayeqs3knnckup6z94xwccw5cr6gzg6q6wf,0.0,0
1044,40.0,1,terra1hue79xtuzk04gqujqlsysc5sfcrwquhvv4kzfn,0.0,0
1045,2000.0,1,terra16qkweg6ymlfu9a7n8vyypdla20aaauqtutdl7j,2000.0,1
1046,3498.0,3,terra1l0n3tkl0ppejj6dcr29g7aslv0nqvks29yut4a,0.0,0
1047,280.0,2,terra1frn34azh84rujduaupwd7glw27xcy0t4r8z0ck,0.0,0
1048,1000.0,2,terra1styf0hry6f4yr0wsy4j3ym9sd2ry70ulvs3hjf,0.0,0
1049,1000.0,1,terra19h0yf5dsjdpc45xul24f5h4dycq9n64mh3qmy9,0.0,0
1050,995.975201,1,terra1rllfxmpmhj2tavyn4neu8dpjnwwqjekk46025j,0.0,0
1051,1488.0,3,terra19546h08r7yklgcy7nrlrl6ghg96sk948hlmwqr,0.0,0
1052,765.0,1,terra1frw28ekzrnvg9yx2twtuewjfs3k8n76l64cvd6,0.0,0
1053,4400.0,1,terra1yl9rpx0v6lrwe6eqp4zakpdxwl2j7dwtf3qtn5,0.0,0
1054,100.0,3,terra1tvrsjmtfm3s4t4f2ukugshpx69fuux3ku5t744,0.0,0
1055,2000.0,1,terra1380y9770gvzjr52zm35sq9prklmrrj6vu533k4,0.0,0
