,sender,deposit,total_deposit,withdrawable_amount,tokens_to_claim,can_claim
0,terra1v6ujue0uqd9nzgtqvuhwncaqd9q6hacvsfur7x,400.0,10736423.539727,400.0,2607.944805,False
1,terra17js7wjaq8w80khztfa9ydz0etdgzy4l7t8yfsa,100.0,10736423.539727,100.0,651.986201,False
2,terra1frsd6nayz25encp6w6m8z00g5ue4j6fp4q0pza,0.0,10736423.539727,0.0,0.0,False
3,terra1lcrwyxn8apvxu9jdvu6jk6myeey0z64e22du4k,185.0,10736423.539727,185.0,1206.174472,False
4,terra1nrg8s0wtd2z0xyl26u669qh87qcn2ql0wepvhj,0.0,10736423.539727,0.0,0.0,False
5,terra1hx6ea4yxz7lhex5xv329475zlrzxvx57qmjylm,0.0,10736423.539727,0.0,0.0,False
6,terra1t4qagk0vukvwttjm3myzdqav8yr2gx6d7jssra,0.0,10736423.539727,0.0,0.0,False
7,terra1xswthhdas6d5xu4x2ffa3zs2cc7mh80ywfavg4,155.0,10736423.539727,155.0,1010.578612,False
8,terra1f8qwvzrqt0plehvck3gst2clvsvxccckjk37hz,1000.0,10736423.539727,1000.0,6519.862013,False
9,terra1q62uql0ht63x9ax7pwx35wpthrufltm42evrhf,115.0,10736423.539727,115.0,749.784131,False
10,terra1m86d54uysyp78rhjm9tt0e9terq06au40xt5ep,25.0,10736423.539727,25.0,162.99655,False
11,terra186guheda2t5kn42s6vyjzlar8syldm2a6u8596,10.0,10736423.539727,10.0,65.19862,False
12,terra17afzqaf9nyavkk7fxdqpkf5nmtpkk3rw6hwksz,800.0,10736423.539727,800.0,5215.88961,False
13,terra1l9p47qdmgtxhlnwm8na7yyxmyzuchqw7mqlxzf,500.0,10736423.539727,500.0,3259.931006,False
14,terra1hahwdn92a4mvl543sqe0ku7upszvaj4r20k8ut,100.0,10736423.539727,100.0,651.986201,False
15,terra1cr52eqz5gp8l6ykvus90ty6pthvgs2y3lazqyw,1456.510772,10736423.539727,1456.510772,9496.249254,False
16,terra1e78gjlq6racew9mr9rm2ld6ludml4v364gv2zr,55.0,10736423.539727,55.0,358.59241,False
17,terra13emdyum6s7v3vaew833euut7fd9ggw780ut3sj,500.0,10736423.539727,500.0,3259.931006,False
18,terra13tme8mujnm8j4p0etylem779r68e3lht3x223j,12465.110423,10736423.539727,12465.110423,81270.799943,False
19,terra1hs034n5fr9ny55v4gpkqpl4pqhz4t6x9g6lf60,1400.0,10736423.539727,1400.0,9127.806819,False
20,terra1splzf3yqd65th5qz4r54xdly2dzsew3qn99m7p,400.0,10736423.539727,400.0,2607.944805,False
21,terra1m9x3vzpgvdmuvxtcu24mzfycvwxyg3a60vfsz9,1000.0,10736423.539727,1000.0,6519.862013,False
22,terra1chgajhx5c66mzl7nd55cj6h0344qm3jg0ttnz8,500.0,10736423.539727,500.0,3259.931006,False
23,terra1e8a0wj3eh5u9wl222rh6l2uhdrafh5472htjxs,500.0,10736423.539727,500.0,3259.931006,False
24,terra1776hjt9jmzlkkucj9tycvhj3wj7m64wsc7t7fz,1555.0,10736423.539727,1555.0,10138.385431,False
25,terra1h5uvce0xfseaf7x4cahyfdfqa3z7d8fqemljjw,44.161194,10736423.539727,44.161194,287.924891,False
26,terra14xgv060e0v0ww2ljelhy5598vwlmkwv8v4w6lq,5.0,10736423.539727,5.0,32.59931,False
27,terra1ev6dvpetzta2x9dxydwjpkh5y89cmrwgr9yrqz,10.0,10736423.539727,10.0,65.19862,False
28,terra1csxqptsve542l3d37gftnud40xyflwqg7lrvy6,2075.0,10736423.539727,2075.0,13528.713678,False
29,terra18q6rud5uv3qep3373n0mynxe3400w408wck7f0,60.0,10736423.539727,60.0,391.19172,False
30,terra1sfrd2dj739qc2cp6z2m5346nap7z9wqruxswwl,50.0,10736423.539727,50.0,325.9931,False
31,terra1h0u9n7r5mseddmlehppeuj4xaa6jsklakyv7s0,2000.0,10736423.539727,2000.0,13039.724027,False
32,terra1l09qd7s6qcdsl028ryg9kgcvp3xc0t5ur3gy4m,993.0,10736423.539727,993.0,6474.222979,False
33,terra1tvxfc7t3g8jumzutfq94unc6nvxzkjgwatpzgt,50.0,10736423.539727,50.0,325.9931,False
34,terra1wg803g0y4mpaw2cq2hymhu7ts5jl9fj0g2zt4l,5.0,10736423.539727,5.0,32.59931,False
35,terra1vj3cvcmdjcqa4wls5xe8qnhcamurujfu3a0rlz,38.86272,10736423.539727,38.86272,253.379571,False
36,terra1xq80mlclfcep7c4sh9ztfep7yyg0ju2zpz7vwh,0.0,10736423.539727,0.0,0.0,False
37,terra1x94pzlxjr5zdc2xf7tcu67snz7ukulnqj90mp5,6000.0,10736423.539727,6000.0,39119.172082,False
38,terra1qpgccpwkylgf0ugv0xyp5qy4klk067xetjfwuv,300.0,10736423.539727,300.0,1955.958604,False
39,terra1n39w6e7s0uvpvr6yljyxcx89a44vpejg5dggsn,5000.0,10736423.539727,5000.0,32599.310068,False
40,terra1xfkl2zfajq746f0lxgqm0gu702ddqgvaktu4h8,100.0,10736423.539727,100.0,651.986201,False
41,terra1ejckn6tpvrfg0awvkprck6vhk8rx2tl53lqnf5,200.0,10736423.539727,200.0,1303.972402,False
42,terra1al5gy0yq4ngzpqxyc5z7j45c0rud0mmk9uuv96,480.0,10736423.539727,480.0,3129.533766,False
43,terra1x9z5c7hwpj567h3kzc3jeyx7lz6ux4hpws0s4c,200.0,10736423.539727,200.0,1303.972402,False
44,terra13vvcn8qpd65gqklxvjm03arlcwrk4nvhlq45z2,700.0,10736423.539727,700.0,4563.903409,False
45,terra1jv0j5sc4szzpqeezrttvzwhpp3yq7aydjhv3eu,1000.0,10736423.539727,1000.0,6519.862013,False
46,terra14fxar744m7lwkzg6vkr458tum7av9zv88hgat0,1000.0,10736423.539727,1000.0,6519.862013,False
47,terra1w6kelt6gujgjjjy7wkq6hg8v76znj8edrzl7jy,50.874747,10736423.539727,50.874747,331.69633,False
48,terra13xd52a69p6fcqercg2h6llla2a0rjqvaznmpvc,19987.0,10736423.539727,19987.0,130312.482068,False
49,terra1fug7nfcu8y8y00k9c03g3e3d3m0vdnjl2s6cuh,503.057691,10736423.539727,503.057691,3279.86673,False
50,terra16ssew6dlmp8g4mh0kp88nfgu4cyv8whexgs8y8,9.5,10736423.539727,9.5,61.938689,False
51,terra1l9sm705f8uf7lz7twsg48wtfvkwc0mjkqufmua,80.0,10736423.539727,80.0,521.588961,False
52,terra1k63rxft67yw95wetr7z6700vagpryae6vzhchs,13.790583,10736423.539727,13.790583,89.912698,False
53,terra1ynrvyngpwgv3e6hk9ngsvzys8ecqsz3gfzsw0v,100.0,10736423.539727,100.0,651.986201,False
54,terra1spj5vl77p9xeka4j77hn4z2rhn3xv6p593uwyx,100.0,10736423.539727,100.0,651.986201,False
55,terra1k6lmzym9sts2ngg07cn2kdpax6m5z2m48wz2ht,474.158934,10736423.539727,474.158934,3091.450822,False
56,terra1t4tj0mw68y29rxv4546knz9ejk9qms8wgkxkmr,52.627733,10736423.539727,52.627733,343.125557,False
57,terra1fg7a9ppzyqm5pvlwcwlx3eme5nyn7843agp6vs,20.0,10736423.539727,20.0,130.39724,False
58,terra136k9susej3tpt6jlf5vm8ke2wc2n0u7yu2zcp3,0.0,10736423.539727,0.0,0.0,False
59,terra1lglujukexnwsvc6jwncjp20d7cavcl565z6hul,2500.0,10736423.539727,2500.0,16299.655034,False
60,terra1zymzr59ckp9muj3njtpc3ejufn46d5jfzj7yck,1000.0,10736423.539727,1000.0,6519.862013,False
61,terra1urm9qh0kvcwpskukjfrc2m6e0lzm65z9zfnpes,2.0,10736423.539727,2.0,13.039724,False
62,terra10l9nzr0shvp9uwr4rqvsq0th73d7glsqtm5lcn,600.0,10736423.539727,600.0,3911.917208,False
63,terra1x5rutmkr9q6cvr4mhapy0x3aav9jq3qt8n8j0k,98.98,10736423.539727,98.98,645.335942,False
64,terra16s0ngm356cre0wstmjl3sm5ln0wyr5c6ug8wl0,118.422286,10736423.539727,118.422286,772.096964,False
65,terra1xzhwhl7prdd3kptccnvjxg30zu0ga44c3f6y3v,251.0,10736423.539727,251.0,1636.485365,False
66,terra124m37n7ktkaw7zggf93qp40x6r49ay0zkwhz7v,1000.0,10736423.539727,1000.0,6519.862013,False
67,terra1eew4337qxa02lv3gpuk3fcqrx8hj9uf8unvfft,1000.0,10736423.539727,1000.0,6519.862013,False
68,terra1972ucae7384l4s942s3ntq9sdwtaunu2jpvwtt,250.0,10736423.539727,250.0,1629.965503,False
69,terra17k0c9y9vsw9a54guj5qp6sk44aycann3f02jx7,200.0,10736423.539727,200.0,1303.972402,False
70,terra1wp3c7g43ermegtxzw0sdlsqqty0uzwyg7www2w,1.0,10736423.539727,1.0,6.519862,False
71,terra10rqd6gawn57s50z6k28kzzj3u9j787m7eatey8,250.0,10736423.539727,250.0,1629.965503,False
72,terra1dgrrf6sjpqzpwgzk4qy0uxc8xugjv7xzyq83xx,175.880395,10736423.539727,175.880395,1146.715906,False
73,terra1pe2r8pkvh67wp0c9w4deemajx2sssdwezqk044,1600.0,10736423.539727,1600.0,10431.779221,False
74,terra1y2a5t52sjrayvtm8k2nde04sdhl4crfjs2njpp,800.0,10736423.539727,800.0,5215.88961,False
75,terra1p322382hh856uerm6lmksm9jppxmclv56cy770,200.0,10736423.539727,200.0,1303.972402,False
76,terra1dasszcavrdh4nqdf94day7jj9k7fcs0l9d76t5,200.0,10736423.539727,200.0,1303.972402,False
77,terra1r3j6xus7swqu285rp9kajj2vmh9cx945q08sdf,4000.0,10736423.539727,4000.0,26079.448054,False
78,terra1dax8kejmm73s3nn4zh8tf25wm49a0wfl64adz6,2.155644,10736423.539727,2.155644,14.054501,False
79,terra1smptgma28cpy5zm4nrmprugadpthdwuhlrpvuk,598.894343,10736423.539727,598.894343,3904.708477,False
80,terra13s23xnm2sa0sssdhzleqzgsx85tax3szxzc2ep,3000.0,10736423.539727,3000.0,19559.586041,False
81,terra1rpmnfpyz0wf783mrsjxg3nddpmfcy7t5zatted,60.0,10736423.539727,60.0,391.19172,False
82,terra1umn0gmsejjal9p4t3swz58twgdtlvrjh95mswz,140.367016,10736423.539727,140.367016,915.173575,False
83,terra1ly3n43pd93s3gpzv7lfr7dasvfa06jmtgg2pm4,150.0,10736423.539727,150.0,977.979302,False
84,terra1sccsnjy9wjr36ly0dnhytrkptvg2mfqxy2qg8y,150.0,10736423.539727,150.0,977.979302,False
85,terra1xnuklv64d62ptzll0qxjk36hslhujfragnxmlz,500.0,10736423.539727,500.0,3259.931006,False
86,terra1sxnu9d49qgud3d2y8p7j3v83cf2pcnsl7yw8ce,1000.0,10736423.539727,1000.0,6519.862013,False
87,terra1l7rma0lmzxsxjc5dvr06aj5rv5ca9swyzl06w9,20.0,10736423.539727,20.0,130.39724,False
88,terra1rcz84hafh6vc5y4z6mlqfwq7th7z0qg46ut0v6,1011.438548,10736423.539727,1011.438548,6594.439768,False
89,terra1nqdzxdn9nswy2ak3r82eudc4uh3fzx87jg2uhs,100.0,10736423.539727,100.0,651.986201,False
90,terra1kut2vh6t2afxwxkw0458rrzjfjsw0z2dwzg9qu,500.0,10736423.539727,500.0,3259.931006,False
91,terra1pv2rpdf3q2ga6k46uu2jgmhs6fmc6dhtpyggzu,1.0,10736423.539727,1.0,6.519862,False
92,terra15rmdt78spfk974sxawf6kcynn6nmu4a5yf0f3l,200.0,10736423.539727,200.0,1303.972402,False
93,terra1249rex29qagcwss2vh4cyzc6ye5yxm9qjsh3km,3000.0,10736923.539727,3000.0,19558.675185,False
94,terra1chju4glman4llcwklg9ffshp3ltsvphchs4u6g,110.0,10736923.539727,110.0,717.151423,False
95,terra1z09md5n7stw880zq29g08kvynz04vmflhcpxhv,100.0,10736923.539727,100.0,651.955839,False
96,terra1x8cv76jmv539522g4aeevcsvcenpvgpw2zdvr0,500.0,10736923.539727,500.0,3259.779197,False
97,terra16e326j5jw554ev0rdkkuh358aemnd5nwclm0x9,1.0,10736923.539727,1.0,6.519558,False
98,terra14tdsywzgsqd3kctlvyx6nz0dyhdeuypx7keleg,110.0,10736923.539727,110.0,717.151423,False
99,terra1zsm0y87gz8r25rkem23jwcxwxuk4ke28j4m66l,550.0,10736923.539727,550.0,3585.757117,False
100,terra15k04tepxersq9mwqg77mj782kkgp3hznsk073m,169.309314,10736923.539727,169.309314,1103.821959,False
101,terra1y2rz6wv3u9pduy8jgu6uke0fsekpynn6symkyh,50.0,10736923.539727,50.0,325.977919,False
102,terra13t4tamvsst54m3gkrsyejms4h3u7x6pqagegpn,134.0,10736923.539727,134.0,873.620824,False
103,terra1x6t34hafv6q23sp9x7re9qp52rxwj5ggschvja,2900.0,10736923.539727,2900.0,18906.719345,False
104,terra1cnxwnf4u8cdt23g5hc9zyyjuxmxt2pkwhyelj9,92.250662,10736923.539727,92.250662,601.433577,False
105,terra1xzfnq77fmm7r3q6ga74zcxksnepxaczgfdaff4,501.0,10736923.539727,501.0,3266.298755,False
106,terra1np8da70jw504xg3tau6rfupfhfttfprlkk2ky9,96000.0,10736923.539727,96000.0,625877.60592,False
107,terra1mc08p2fuxjlq7cfzg5yyl486r6wx5kddt95l9t,100.0,10736923.539727,100.0,651.955839,False
108,terra199up46lqkczjfrxjrt4ztdcktcnn2hv8y5zw90,350.0,10736923.539727,350.0,2281.845438,False
109,terra122mr2q92860v3tqdamrsgfz7r6w4azuwtg9rfp,1000.0,10736923.539727,1000.0,6519.558395,False
110,terra1x9l204dnuykxkcrxsfgn449sjlgnztuepyzeag,60000.0,10736923.539727,60000.0,391173.5037,False
111,terra1v2u4y2r2uysppne4xqdjwg3cw3egvdwcc656ta,300.0,10736923.539727,300.0,1955.867518,False
112,terra1jx3erg8yjf9hy4hf0fxvv3vxxpljme0tjpvn9c,300.0,10736923.539727,300.0,1955.867518,False
113,terra1sklp3pmdgt2206ksg7s95gfxmqxs0xqwgh6f2w,600.0,10736923.539727,600.0,3911.735037,False
114,terra1744lz5e40fdad3632ms9ldgpnhlq8yrmlursum,10.0,10736923.539727,10.0,65.195583,False
115,terra1h7c6kxys36e3lwfsgqh2wlmlxym3ldzpq44d0s,400.0,10736923.539727,400.0,2607.823358,False
116,terra13fes5urcdgs7lrf8tlte2l6qm4dcy28z726pxd,1047.341018,10736923.539727,1047.341018,6828.200926,False
117,terra18uxuztflsf2aj3cf2dncnjyk5sryjmlzv5q6fs,369.062066,10736923.539727,369.062066,2406.12169,False
118,terra1upvf0malvp4s0crhq9qlzsjrme3wppdwa64jkr,1000.0,10736923.539727,1000.0,6519.558395,False
119,terra1v4k4rszdk6d8ekndal6nke4p6vjq555mhnf973,300.0,10736923.539727,300.0,1955.867518,False
120,terra1xqwelhp2hwvkx9sg4hg8qj7q5cusczwle7z6sz,4000.0,10736923.539727,4000.0,26078.23358,False
121,terra1a9lncxhuffffm2e8dmmdstr0s4pw9wg4d03qtc,50.0,10736923.539727,50.0,325.977919,False
122,terra1uapre2zk2npnrhnhpxrn6v0x4sn7kylu3yn3yu,300.0,10736923.539727,300.0,1955.867518,False
123,terra1203u0eld7wrn6czes0cdv0x87zcpg3p5756ekq,95.0,10736923.539727,95.0,619.358047,False
124,terra13kfnnfxp4r4yxn98h5349h4ljweetss49wup2k,1050.552301,10736923.539727,1050.552301,6849.137073,False
125,terra1znlw7teqlha8dku2v8t5trfrev8schds8le5wt,1000.0,10736923.539727,1000.0,6519.558395,False
126,terra1zqx3qhjmyxctukuaf6ld8ehs798hzl20qda6hy,340.656424,10736923.539727,340.656424,2220.929448,False
127,terra1csavfzx9wv78uq7hukcqw25h5tk5z46hc40q5z,5.0,10739923.539727,5.0,32.588686,False
128,terra12644w3wanq8un00qkewyru4ewtnj2qvfdqs2m9,3000.0,10739923.539727,3000.0,19553.211829,False
129,terra1mrn8lgxy54trc8p7d9trgqc5rgcn44um3v0ktg,38.0,10739923.539727,38.0,247.674016,False
130,terra18t3593fg0kqs3kaefxr9qtkdurmxylsxaxsaus,300.0,10739923.539727,300.0,1955.321182,False
131,terra1h3r579mdy6w6y6vj6e3spq8w7ev55ja89g5uxt,650.0,10739923.539727,650.0,4236.529229,False
132,terra15zzmhl45kxq738deu47t0ke0u5al852vqya8r2,250.046115,10739923.539727,250.046115,1629.734884,False
133,terra1d4ugnaw3var6d0eq2zfe0l37vrr00tyxpfsu3m,1470.0,10739923.539727,1470.0,9581.073796,False
134,terra1adr5hgadxh8yzzkzaavn5qmcpxktthtvh04nhd,300.0,10739923.539727,300.0,1955.321182,False
135,terra1saaaee08d6vegt6q0vaccd3vkxngktdx334p84,500.0,10739943.539727,500.0,3258.862569,False
136,terra1zwqnh0rvcs855qxw2w0pelwh9x4xntk4cpulpy,215.0,10739943.539727,215.0,1401.310904,False
137,terra1uvujk0juekjwjf9hwzxuccqrghj5hha768gvp0,2500.0,10739943.539727,2500.0,16294.312847,False
138,terra1vm49rvylzcqx4h9jxsggzmwrcyqkcdt2rfd5rn,100.0,10739943.539727,100.0,651.772513,False
139,terra1krmq2mf27mf993zzpqx4e3yp7j72mtswy2adms,10000.0,10739943.539727,10000.0,65177.251389,False
140,terra1gedpzdwr86hgk5nzz09syc27rm40xdpulyqssa,0.0,10739943.539727,0.0,0.0,False
141,terra1eqhawf058rdjag7ntuzwg8p47yttqtkm8272rh,0.0,10739943.539727,0.0,0.0,False
142,terra1lcfqf256tvpulw8qfpt0tqjw4y4c7hr28m5c5h,1565.57,10739943.539727,1565.57,10203.954945,False
143,terra1pwm8838sg9m7awlf226s6mrsxm9pflmzsunudk,500.0,10739943.539727,500.0,3258.862569,False
144,terra1etfcprck7572nl449rf3w24m4gmnhdwxqk8q3l,164.0,10739943.539727,164.0,1068.906922,False
145,terra1t48hy4wkflg4m9crwl6922cgtqgqcqgewy7uwp,200.0,10739943.539727,200.0,1303.545027,False
146,terra1y3qx2mut32h465n4j2a0ed5d5r3rl75l2y7kug,50.0,10739943.539727,50.0,325.886256,False
147,terra1plt248r4pxnutc53rkftm0drt27telusedswfn,4991.4965,10739943.539727,4991.4965,32533.202219,False
148,terra1jk4dxxpukgfw25qajr2d747mv2j6pt7f960yut,2000.0,10739943.539727,2000.0,13035.450277,False
149,terra1p4hx6axdq70fe5hgpvxy9hgruptsmt2nqfk8h2,491.59,10739943.539727,491.59,3204.048501,False
150,terra1ueyz3utz97gr0gdrpe5v3akn3j9lztjc0sy2q3,500.0,10739943.539727,500.0,3258.862569,False
151,terra1syp6ptqv7dqcf643chrm2s0cednxt68p9j8htc,1000.0,10739943.539727,1000.0,6517.725138,False
152,terra1exedl367eq33dlvh2asx2t2zehy934t27vqs47,23.014967,10739943.539727,23.014967,150.005228,False
153,terra109gjjdavqcyjcc8ceptu3ghzdtnwydyjs565ju,100.0,10739943.539727,100.0,651.772513,False
154,terra1vfw349kms0xpf5l6xlv2qyu0625r89syacq8u6,2564.048922,10739943.539727,2564.048922,16711.766116,False
155,terra1wag5t6d5v5reqsrhmevqu8htmvwmfwnnjtt427,65.0,10739943.539727,65.0,423.652134,False
156,terra1ny6ctfug5xzsayzj0pw0p8lj2lc73k9nwae6qt,3000.0,10739943.539727,3000.0,19553.175416,False
157,terra123hc3m5hdmplk88hzgq6ppl66t6czmcqjknfun,65.088132,10739943.539727,65.088132,424.226554,False
158,terra1xu2dsfg88rf5cm30s3swa3h6u8crg9a6uw4xks,18.0,10739943.539727,18.0,117.319052,False
159,terra1hapnlr8k50r96narlc4mckr0vvanyfhjknekxu,1000.0,10739943.539727,1000.0,6517.725138,False
160,terra1l0v8qntenaaaecc2zasta644gg3eqlwxcdv92s,2000.0,10739943.539727,2000.0,13035.450277,False
161,terra1fk5c7t7pwuxf3tzhqrtaag5s9s4n4e3t09j6wq,109.835429,10739943.539727,109.835429,715.877136,False
162,terra17ezxrftrgd7t73urkkclecd33093r9p0s2juef,1337.642651,10739943.539727,1337.642651,8718.387133,False
163,terra1shfgpg9x34p0qftdm2hu0tdt2yfndmcs6zpr4d,400.0,10739943.539727,400.0,2607.090055,False
164,terra1kct6qvf6yp48x443rg2hwqkuw6npzvwwl8pqpk,150.0,10739943.539727,150.0,977.65877,False
165,terra1kxtys8nj70vrnv53yp73d2nzzftp7t4kf08fzy,58.1,10739943.539727,58.1,378.67983,False
166,terra13rsm8fztmuhv2qpu69symmch035ggu5u04ttmh,1000.0,10739943.539727,1000.0,6517.725138,False
167,terra1fucha6n3twf0j9e4pm6drw724ypfgaw8zlrx0r,290.0,10739943.539727,290.0,1890.14029,False
168,terra1e5z09qyg3q3eala2y95n7gyedwfzhk5x9n6yzc,500.0,10739943.539727,500.0,3258.862569,False
169,terra1z6trq2zh8285v054604jzjndjh9dueavsy72gn,1496.487489,10739943.539727,1496.487489,9753.694127,False
170,terra1wjmc03xfzwmhc4gj5jjnsvggyn802pnmsatz4w,1450.0,10740693.117681,1450.0,9450.0419,False
171,terra1ud8339h9kcklpg32qp79chscy9jul7yhkhqpu9,8.0,10740693.117681,8.0,52.138162,False
172,terra1xkccrgxddfszf89m3w7qsxqjll2qqze7fgwzdx,0.0,10740693.117681,0.0,0.0,False
173,terra13ed6p7gml64wvwqz5n5gxr828cyfxgv63pk209,217.488101,10740693.117681,217.488101,1417.428736,False
174,terra159gwejqcfl4p5f69ad26tv28z8v2jrva767nh7,290.0,10740693.117681,290.0,1890.00838,False
175,terra170fv0a9qany4d0y5qanu3zuwxkw3g46fdgu39y,850.0,10740693.117681,850.0,5539.679734,False
176,terra1dms9254gv2rjhgum0z7xd8ulacjwmyzpwwa468,156.0,10740693.117681,156.0,1016.694163,False
177,terra1dtdfztpzq0elz8nsdethhr6s3uzv4e84p8jkh6,20.0,10740693.117681,20.0,130.345405,False
178,terra15k7dz979arhk6zne53laz4vj2ul0yjtue9afmx,4000.0,10740693.117681,4000.0,26069.081104,False
179,terra167jx0cs890ak7ktrcfzrm95ynvdw0hn8e4e622,580.0,10740693.117681,580.0,3780.01676,False
180,terra1aplqtj0n3yvtahm33g8pa2ugfvmm55ra48mgpn,2475.0,10740693.117681,2475.0,16130.243933,False
181,terra1w244pgl9qd5uxwg54ypuwvn7h9gfg5srsh7jsh,500.0,10740693.117681,500.0,3258.635138,False
182,terra1phmwftzw592pck65et0ftr8rsw8g3gmyt5djs6,200.0,10740693.117681,200.0,1303.454055,False
183,terra14rhxm5szhwg3rdzq3yc46vpjhqfsfuupn92yfc,1000.0,10740693.117681,1000.0,6517.270276,False
184,terra1hc8hhec4x94kdl0hue4u0t298n0f7kmdmewmx3,1000.0,10740693.117681,1000.0,6517.270276,False
185,terra1vp7ank4mawd80et33q22765qsl8tx45n7mnyuu,4400.0,10740693.117681,4400.0,28675.989214,False
186,terra14xpj2jxdv5pepspjhj0xmff0g5r5n2ua70zknv,10000.0,10740693.117681,10000.0,65172.70276,False
187,terra1kvfq60f5w9yucwmwzymjgj4js20jkd0mhadp4g,50.0,10740693.117681,50.0,325.863513,False
188,terra1u54t5e37w6gl4q83fz23zyx4l3rt0ukzf07087,430.0,10740693.117681,430.0,2802.426218,False
189,terra14fc2tj5fwzgwg5jpgmj2rj9prhdkjwntzdnq2u,500.0,10740693.117681,500.0,3258.635138,False
190,terra1x90xn7s6nu9lkywulcnuqhh9q0f86eysvlq8dz,1000.0,10740693.117681,1000.0,6517.270276,False
191,terra1dm7mkht9r7ssjtz0aaewpx50wruarf8ykneenz,1000.0,10740693.117681,1000.0,6517.270276,False
192,terra1zqxpv470g2lcdh4drqse2xwcaxtmvwcxfnagj4,2000.0,10740693.117681,2000.0,13034.540552,False
193,terra1haapcpmf9f6yglr0h73cdce82y4lpt8kymwykr,0.0,10740693.117681,0.0,0.0,False
194,terra105dawxcu4utrtd8942pkkf8wug8js6g2k730a2,10000.001393,10740693.117681,10000.001393,65172.711839,False
195,terra149sgdpuu6l49z3qwkr6cxs6h6t4xr5d9n49zy2,50.0,10740693.117681,50.0,325.863513,False
196,terra17el86jg8z7q9sv0wsd4nsgjke7dm2n3l6cxmy2,26.0,10740693.117681,26.0,169.449027,False
197,terra1n9har955xl79t8ea86edjla54pk0gfrl7fjf86,2500.0,10740693.117681,2500.0,16293.17569,False
198,terra1ayrdsctv4zj3szlv8x5wm9vdzdu2gh4fxtkh6d,500.0,10740693.117681,500.0,3258.635138,False
199,terra193hed6mew63580hwxllvweljfe2xwleuw0qf8g,250.0,10740693.117681,250.0,1629.317569,False
200,terra106u4crjpmdv94apxyfshcknqyxh49a8halgt6z,2950.0,10740693.117681,2950.0,19225.947314,False
201,terra1yvqrs2me6qtpeg8ugnzv2msuuzp6m3djyh3f3n,10.0,10740693.117681,10.0,65.172702,False
202,terra1apeyehuxqzz0c2gegg8p84w25ptqk8u6h39drz,1000.0,10740693.117681,1000.0,6517.270276,False
203,terra1k2p3mwky6crcd5uacglvelm33p28qa5ptnj93g,743.346006,10740693.117681,743.346006,4844.586829,False
204,terra1c5jalxw9zjccllhgfjyrmggt2477mwdhlaxaml,2000.0,10741723.117681,2000.0,13033.290698,False
205,terra16vfd0n0gqf8yjnej6g7qq4vrqza450vuhszgdw,5000.0,10741723.117681,5000.0,32583.226747,False
206,terra1l9zreezdw7analmnaqkcm24uc9nym6rsa07la7,150.8835,10741723.117681,150.8835,983.254258,False
207,terra1d8yn5y3x8sz992wrruc762fl8ydwqu8jw6fcxt,0.0,10741723.117681,0.0,0.0,False
208,terra1tn0jgrz26vvq0h28lec3lt8v063uc9lhkwa0qt,10000.0,10741723.117681,10000.0,65166.453494,False
209,terra1acyw8uw0snad9nt4mgygd6fg037lm8xp6pr2yz,985.0,10741723.117681,985.0,6418.895669,False
210,terra16qw5pcac9fhrcfqhx0u3tp37kay2qf6emxvyfd,100.0,10741723.117681,100.0,651.664534,False
211,terra1ute7ctpe9wupvmszscljptguzc4fyrlfdjrf9m,7.489941,10741723.117681,7.489941,48.809289,False
212,terra17dh4xurzter8qhsxh90nj4j44s9ratvqwtq8up,4.0,10741723.117681,4.0,26.066581,False
213,terra1qed8352kd2wphdtscrv30jqj4xlxexm874eyuy,150.0,10741723.117681,150.0,977.496802,False
214,terra1r8sg9xm6hve52a03q8pjy5cgxyqrxwqhynpkem,50.0,10741723.117681,50.0,325.832267,False
215,terra1fvesv7npp4kxf2nm0fjg8kfx9ak2nmcx8tkpfp,100.0,10741723.117681,100.0,651.664534,False
216,terra1pg2zwqlmm3tfdauk87234tc655qnwmw3tyvhrq,1500.0,10741723.117681,1500.0,9774.968024,False
217,terra1p66xgr4xth8dnulhe35waqd57eu3qc7d9xnrex,1000.0,10741723.117681,1000.0,6516.645349,False
218,terra1vkq0j3w8c3qnlq45uc27hdq7zes934tuvd9qvx,250.0,10741723.117681,250.0,1629.161337,False
219,terra1gl97azssenpq6ctl9r2s9duxfgsvsyheka4m88,200.0,10741723.117681,200.0,1303.329069,False
220,terra1cqh4hyklqhaxsxy98wz2zd7qa7y4sdkmmmt48m,2500.0,10741723.117681,2500.0,16291.613373,False
221,terra14r7x8p7yn9d7x7vnajzyvgz0a8src2tnf7nanr,1000.0,10741723.117681,1000.0,6516.645349,False
222,terra1xf4mr3dcuudwn9fnuedgf998q6r5ky4nx57jzu,29.89054,10741723.117681,29.89054,194.786048,False
223,terra1smgnuccp3987efl75dmlgndwq58kplmvj0zvgn,1000.0,10741723.117681,1000.0,6516.645349,False
224,terra16tqqcc69zmhcmxu5c8nxv4lqrjgrd8ewf28nlz,540.0,10741723.117681,540.0,3518.988488,False
225,terra1zw9rxtdm47rrqdmcmk7lrnxl0s5h2sengthfru,15.0,10741723.117681,15.0,97.74968,False
226,terra176f4qt6eh3jyr25u6yc955kcnkp3rqqgv34x7n,1000.0,10741723.117681,1000.0,6516.645349,False
227,terra1r53w0psshrn8dp3zsajwylmuachcp2c2p4zlew,4997.0,10741723.117681,4997.0,32563.676811,False
